ASIN,end_time,product_name,reading_marketplace,start_time,total_reading_milliseconds
B002RI9176,2025-09-07T06:02:52.900Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T06:02:44.500Z,8400
B002RI9176,2025-09-07T06:02:41.100Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T06:02:01.500Z,39600
B002RI9176,2025-09-07T06:00:23.600Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T05:59:51.800Z,31800
B093KH5GSS,2025-09-07T05:59:42.900Z,The Lord of the Rings: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T05:59:36.200Z,6700
B002RI9176,2025-09-07T05:59:18Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T05:56:50.800Z,147200
B002RI9176,2025-09-07T05:56:20Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T05:55:57Z,23000
B002RI9176,2025-09-07T05:55:06.800Z,The Lord of the Rings: The classic fantasy masterpiece,www.amazon.com.br,2025-09-07T05:53:51.800Z,75000
B002RI9ZY0,2025-09-07T05:53:09.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T05:36:24.400Z,1005000
B002RI9ZY0,2025-09-07T05:34:50.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T05:34:14.300Z,36600
B002RI9ZY0,2025-09-07T05:33:59.100Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T05:26:00Z,479100
B002RI9ZY0,2025-09-07T05:23:07Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T04:57:30Z,1537000
B002RI9ZY0,2025-09-07T04:57:28.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T04:26:41.300Z,1847300
B002RI9ZY0,2025-09-07T04:18:15Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T04:15:25.600Z,169400
B00A3D1HAQ,2025-09-07T04:14:26.500Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T04:03:17.900Z,668600
B00A3D1HAQ,2025-09-07T04:03:16.100Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T04:03:14Z,2100
B00A3D1HAQ,2025-09-07T04:00:47.400Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T04:00:41.700Z,5700
B002RI9ZY0,2025-09-07T04:15:24.700Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-07T03:51:46.800Z,1417900
B00A3D1HAQ,2025-09-07T04:00:37.100Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T03:37:11.400Z,1405700
B00A3D1HAQ,2025-09-07T03:36:42.700Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T03:32:06.800Z,275900
B00A3D1HAQ,2025-09-07T03:30:54.400Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-07T03:30:47.200Z,7200
B002RI9ZY0,2025-09-06T19:49:59.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T19:47:15.100Z,164700
B002RI9ZY0,2025-09-06T19:33:24.300Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T19:08:39.800Z,1484500
B002RI9ZY0,2025-09-06T03:57:29Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T03:57:26.700Z,2300
B00A3D1HAQ,2025-09-06T03:51:56.100Z,A esperança (Jogos Vorazes Livro 3) (Portuguese Edition),www.amazon.com.br,2025-09-06T03:51:56.100Z,0
B00A3D1GUW,2025-09-06T03:52:07.300Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-06T03:50:43.600Z,83700
B002RI9ZY0,2025-09-06T03:27:32.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T03:09:42.400Z,1070200
B002RI9ZY0,2025-09-06T03:09:32.200Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T03:02:06.700Z,445500
B00A3D1GUW,2025-09-06T03:50:32Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-06T02:43:27.100Z,4024900
B002RI9ZY0,2025-09-06T02:58:26.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T02:31:55.800Z,1590600
B002RI9ZY0,2025-09-06T02:31:34.200Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T02:10:57.800Z,1236400
B002RI9ZY0,2025-09-06T02:07:14Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T02:07:10.400Z,3600
B002RI9ZY0,2025-09-06T02:06:44.100Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T02:04:20.400Z,143700
B002RI9ZY0,2025-09-06T02:04:18.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T02:04:17.900Z,1000
B002RI9ZY0,2025-09-06T02:00:46.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-06T01:47:21.700Z,805100
B00A3D1GUW,2025-09-05T05:45:28.900Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-05T05:09:53.200Z,2135700
B00A3D1GUW,2025-09-05T05:02:12.700Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-05T05:02:10Z,2700
B00A3D1GUW,2025-09-05T04:48:48.200Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-05T04:32:54.600Z,953600
B00A3D1GUW,2025-09-02T11:58:37.900Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-02T11:58:35.500Z,2400
B00A3D1GUW,2025-09-02T02:37:09.200Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-09-02T02:20:08Z,1021200
B002RI9ZY0,2025-09-01T02:20:06.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-01T02:04:44.400Z,922400
B002RI9ZY0,2025-09-01T02:04:35.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-01T01:57:19.200Z,436200
B002RI9ZY0,2025-09-01T01:14:23.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-09-01T01:13:44.300Z,39600
B00A3D1GUW,2025-08-29T03:18:15.600Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-29T02:31:01Z,2834600
B00A3D1GUW,2025-08-26T03:39:59.500Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-26T02:39:29.200Z,3630300
B00A3D1GUW,2025-08-25T21:59:22.200Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-25T21:59:20.100Z,2100
B00A3D1GUW,2025-08-25T04:22:23.900Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-25T04:15:59.100Z,384800
B00A3D1GUW,2025-08-25T04:05:28.600Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-25T03:05:26.500Z,3602100
B00A3D1GUW,2025-08-24T06:53:52.200Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-24T06:07:51.100Z,2761100
B00A3D1GUW,2025-08-24T06:07:50.300Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-24T05:52:19.800Z,930500
B00A3D1GUW,2025-08-24T05:52:19.100Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-24T05:26:55.100Z,1524000
B00A3D1GUW,2025-08-24T05:22:24.500Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-24T04:25:10Z,3434500
B00A3D1GUW,2025-08-22T05:33:55.900Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T05:13:00.400Z,1255500
B00A3D1GUW,2025-08-22T05:09:58.300Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T04:04:49.300Z,3909000
B00A3D1GUW,2025-08-22T04:04:12.100Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T04:00:06.500Z,245600
B00A3D1GUW,2025-08-22T03:58:50.200Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T03:30:47.400Z,1682800
B00A3D1GUW,2025-08-22T03:30:25.400Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T03:02:48.400Z,1657000
B00A3D1GUW,2025-08-22T02:56:12.700Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-22T02:16:34.100Z,2378600
B00A3D1GUW,2025-08-21T04:09:42.600Z,Em chamas (Jogos Vorazes Livro 2) (Portuguese Edition),www.amazon.com.br,2025-08-21T03:28:47.300Z,2455300
B00A3D1OYU,2025-08-21T03:28:27.600Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-21T02:50:40.200Z,2267400
B00A3D1OYU,2025-08-21T02:49:44.600Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-21T02:18:07.500Z,1897100
B00A3D1OYU,2025-08-21T02:16:14.100Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-21T01:43:55Z,1939100
B00A3D1OYU,2025-08-19T04:42:08.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-19T03:55:06Z,2822500
B00A3D1OYU,2025-08-18T04:00:46.100Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T02:46:16.300Z,4469800
B00A3D1OYU,2025-08-18T02:46:06.600Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T02:13:34.100Z,1952500
B00A3D1OYU,2025-08-18T02:10:21.600Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T01:55:32.200Z,889400
B00A3D1OYU,2025-08-18T01:54:44.300Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T01:54:17.200Z,27100
B00A3D1OYU,2025-08-18T01:54:09.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T01:54:05.100Z,4400
B00A3D1OYU,2025-08-18T01:53:56.900Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-18T01:52:44.100Z,72800
B00A3D1OYU,2025-08-16T01:12:39.200Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-16T01:12:36.600Z,2600
B00A3D1OYU,2025-08-15T05:28:01.400Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-15T05:21:20.300Z,401100
B00A3D1OYU,2025-08-15T05:19:35.300Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-15T05:19:20.600Z,14700
B00A3D1OYU,2025-08-15T05:19:14.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-15T05:19:10.900Z,3600
B00A3D1OYU,2025-08-13T22:20:48Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-13T22:20:46.100Z,1900
B00A3D1OYU,2025-08-13T05:12:56.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-13T04:37:21.700Z,2134800
B00A3D1OYU,2025-08-13T03:33:20.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-13T03:32:41.500Z,39000
B00A3D1OYU,2025-08-13T03:32:11.200Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-13T03:32:08.900Z,2300
B00A3D1OYU,2025-08-12T04:03:23.400Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-12T04:03:14.400Z,9000
B00A3D1OYU,2025-08-12T04:03:11.800Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-12T02:31:59.800Z,5472000
B00A3D1OYU,2025-08-11T03:18:38.200Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-11T02:47:51.400Z,1846800
B00A3D1OYU,2025-08-10T03:07:45.100Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-10T03:07:42.700Z,2400
B00A3D1OYU,2025-08-09T05:58:37.900Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-09T05:46:40.100Z,717800
B002RI9ZY0,2025-08-09T05:43:40.200Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-09T05:36:13.400Z,446800
B002RI9ZY0,2025-08-09T05:35:08.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-09T05:33:50.200Z,78400
B002RI9ZY0,2025-08-09T05:33:43.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-09T05:32:56.800Z,47000
B002RI9ZY0,2025-08-09T05:32:52.300Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-09T05:27:56.500Z,295800
B00A3D1OYU,2025-08-09T05:12:09.100Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-09T05:12:06.700Z,2400
B00A3D1OYU,2025-08-08T20:57:11.300Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-08T20:57:05.900Z,5400
B002RI9ZY0,2025-08-07T03:20:16.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-07T02:50:14.100Z,1802300
B00A3D1OYU,2025-08-07T02:58:53.300Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-07T02:19:16Z,2377300
B00A3D1OYU,2025-08-06T02:50:16.121Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-06T02:50:16.121Z,0
B002RI9ZY0,2025-08-06T03:03:23.300Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-06T02:27:59.800Z,2123500
B00A3D1OYU,2025-08-06T02:50:22.500Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-06T02:21:59.100Z,1703400
B00A3D1OYU,2025-08-06T02:20:52.200Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-06T02:03:53.900Z,1018300
B00A3D1OYU,2025-08-05T03:16:37.700Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-05T02:54:19.400Z,1338300
B002RI9ZY0,2025-08-05T03:14:42.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-05T02:27:22.100Z,2840500
B002RI9ZY0,2025-08-05T02:27:18.500Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-08-05T02:04:39.600Z,1358900
B00A3D1OYU,2025-08-05T02:54:17.800Z,Jogos vorazes (Portuguese Edition),www.amazon.com.br,2025-08-05T02:02:11.300Z,3126500
B002RI9ZY0,2025-07-20T04:19:21.700Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-20T03:51:26.300Z,1675400
B002RI9ZY0,2025-07-20T03:39:35.300Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-20T03:38:14Z,81300
B002RI9ZY0,2025-07-20T03:18:25.700Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-20T03:17:45.400Z,40300
B002RI9ZY0,2025-07-18T04:14:55.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-18T03:47:10.700Z,1665100
B002RI9ZY0,2025-07-17T04:37:45.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-17T04:09:13.400Z,1712200
B002RI9ZY0,2025-07-17T04:09:10.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-17T03:50:41Z,1109900
B002RI9ZY0,2025-07-16T20:35:18.200Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-16T20:34:57Z,21200
B002RI9ZY0,2025-07-16T04:58:55.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-16T03:58:55.500Z,3600400
B002RI9ZY0,2025-07-16T03:58:53.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-16T03:47:11.900Z,701700
B002RI9ZY0,2025-07-14T04:41:25.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-14T04:10:51Z,1834900
B002RI9ZY0,2025-07-14T03:57:06.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-14T03:45:56Z,670600
B002RI9ZY0,2025-07-14T03:37:26.100Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-14T03:15:41.600Z,1304500
B002RI9ZY0,2025-07-14T03:15:32.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-14T03:00:24.800Z,907600
B002RI9ZY0,2025-07-14T02:51:27Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-14T02:41:30Z,597000
B002RI9ZY0,2025-07-13T17:42:00.100Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-13T17:41:58.200Z,1900
B002RI9ZY0,2025-07-13T17:40:36.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-13T17:39:58.300Z,38300
B002RI9ZY0,2025-07-13T06:39:30Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-13T06:08:28.800Z,1861200
B002RI9ZY0,2025-07-13T05:59:27.700Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-13T05:55:58.700Z,209000
B002RI9ZY0,2025-07-13T04:56:19.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-13T04:56:07.100Z,12700
B002RI9ZY0,2025-07-13T00:11:05.800Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T23:27:46.200Z,2599600
B002RI9ZY0,2025-07-12T23:19:09.900Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T23:18:37.200Z,32700
B002RI9ZY0,2025-07-12T23:16:54.300Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T23:16:38.300Z,16000
B002RI9ZY0,2025-07-12T19:20:05.532Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:20:05.532Z,0
B002RI9ZY0,2025-07-12T19:20:46.700Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:19:37Z,69700
B002RI9ZY0,2025-07-12T19:17:24.600Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:17:21.800Z,2800
B002RI9ZY0,2025-07-12T19:17:05.500Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:16:48.300Z,17200
B002RI9ZY0,2025-07-12T19:15:55Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:15:43.800Z,11200
B002RI9ZY0,2025-07-12T19:15:35.400Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T19:15:31.400Z,4000
Not Available,2025-07-12T19:15:28.600Z,Not Available,www.amazon.com.br,2025-07-12T19:15:19.200Z,9400
Not Available,2025-07-12T19:15:15.900Z,Not Available,www.amazon.com.br,2025-07-12T19:15:07.400Z,8500
B002RI9ZY0,2025-07-12T17:19:03.500Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T17:16:54.200Z,129300
Not Available,2025-07-12T17:16:30.287Z,Not Available,www.amazon.com.br,2025-07-12T17:16:30.287Z,0
Not Available,2025-07-12T17:16:12.034Z,Not Available,www.amazon.com.br,2025-07-12T17:16:12.034Z,0
Not Available,2025-07-12T17:16:41.700Z,Not Available,www.amazon.com.br,2025-07-12T17:16:10.900Z,30800
B002RI9ZY0,2025-07-12T17:13:03.200Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T17:13:00.800Z,2400
B002RI9ZY0,2025-07-12T05:03:15.500Z,The Hobbit: The Classic Bestselling Fantasy Novel,www.amazon.com.br,2025-07-12T05:02:46.300Z,29200
B00A3CQ3WY,2025-06-25T03:01:13.400Z,Antes de dormir (Portuguese Edition),www.amazon.com.br,2025-06-25T02:35:32.600Z,1540800
B00A3CQ3WY,2025-06-25T03:01:13.400Z,Antes de dormir (Portuguese Edition),www.amazon.com.br,2025-06-25T02:35:32.600Z,1540800
B07XD76H41,2025-06-23T02:43:36.600Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-06-23T02:22:52Z,1244600
B0D8GSJB54,2025-06-13T14:58:02.800Z,Catch-22,www.amazon.com.br,2025-06-13T14:57:52.500Z,10300
B073QVF5DD,2025-05-11T00:26:20.200Z,Harry Potter and the Philosopher's Stone: Illustrated [Kindle in Motion] (Illustrated Harry Potter Book 1),www.amazon.com.br,2025-05-11T00:25:57Z,23200
B07XD76H41,2025-04-28T03:10:09Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-28T03:09:44.200Z,24800
B00IADTE06,2025-04-27T06:12:46.400Z,First French Reader: A Beginner's Dual-Language Book (Dover Dual Language French) (French Edition),www.amazon.com.br,2025-04-27T06:11:38.600Z,67800
B07XD76H41,2025-04-16T03:29:16.800Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-16T02:39:56Z,2960800
B07XD76H41,2025-04-16T02:33:17.900Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-16T02:31:05Z,132900
B07XD76H41,2025-04-16T02:29:41.300Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-16T02:16:35.700Z,785600
B07XD76H41,2025-04-15T02:50:07.600Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-15T02:27:09.500Z,1378100
B07XD76H41,2025-04-15T02:20:59.700Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-15T02:17:52Z,187700
B07XD76H41,2025-04-15T02:17:45.200Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-04-15T02:13:46.300Z,238900
B01IAS9G94,2025-04-15T02:13:05.700Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-04-15T02:12:30Z,35700
B019PIOJYU,2025-04-15T02:11:23.100Z,Harry Potter and the Philosopher's Stone,www.amazon.com.br,2025-04-15T01:51:25.400Z,1197700
B08234KLGS,2025-04-10T20:02:11.900Z,Alice's Adventures in Wonderland,www.amazon.com.br,2025-04-10T20:02:08.800Z,3100
B08234KLGS,2025-04-10T02:45:01.400Z,Alice's Adventures in Wonderland,www.amazon.com.br,2025-04-10T02:42:58.300Z,123100
B08CY6XRN3,2025-04-10T02:40:33.100Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-04-10T02:19:05.300Z,1287800
B08CY6XRN3,2025-04-10T02:14:45.100Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-04-10T02:14:28.800Z,16300
B08CY6XRN3,2025-04-09T04:05:58.400Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-04-09T03:50:28.800Z,929600
B0CKD1T44S,2025-04-06T14:18:44.024Z,"Baviera Tropical - Prêmio Jabuti 2024 Biografia e reportagem: A história de Josef Mengele, o médico nazista mais procurado do mundo, que viveu quase vinte ... sem nunca ser pego (Portuguese Edition)",www.amazon.com.br,2025-04-06T14:18:44.024Z,0
B0CKD1T44S,2025-04-06T14:18:44.700Z,"Baviera Tropical - Prêmio Jabuti 2024 Biografia e reportagem: A história de Josef Mengele, o médico nazista mais procurado do mundo, que viveu quase vinte ... sem nunca ser pego (Portuguese Edition)",www.amazon.com.br,2025-04-06T14:18:34.700Z,10000
B01IAS9G94,2025-04-04T22:32:56.800Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-04-04T22:32:54.500Z,2300
B08CY6XRN3,2025-04-04T03:15:49.300Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-04-04T03:12:44Z,185300
B08CY6XRN3,2025-04-04T02:41:28.500Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-04-04T02:28:56.800Z,751700
B01IAS9G94,2025-04-01T03:09:14.200Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-04-01T03:02:50.300Z,383900
B01IAS9G94,2025-04-01T02:39:12.900Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-04-01T02:38:43.800Z,29100
B08CY6XRN3,2025-03-30T11:11:40.500Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-03-30T10:46:02.800Z,1537700
B08CY6XRN3,2025-03-30T03:34:27.900Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-03-30T03:22:43.800Z,704100
B01IAS9G94,2025-03-30T02:37:51Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-03-30T02:22:07.700Z,943300
B019PIOJYU,2025-03-30T02:21:18.800Z,Harry Potter and the Philosopher's Stone,www.amazon.com.br,2025-03-30T02:17:11.500Z,247300
B019PIOJYU,2025-03-30T02:17:11.300Z,Harry Potter and the Philosopher's Stone,www.amazon.com.br,2025-03-30T02:17:04.500Z,6800
B019PIOJYU,2025-03-30T02:17:04.200Z,Harry Potter and the Philosopher's Stone,www.amazon.com.br,2025-03-30T02:16:16.200Z,48000
B019PIOJYU,2025-03-29T22:51:18.800Z,Harry Potter and the Philosopher's Stone,www.amazon.com.br,2025-03-29T22:50:37.700Z,41100
B01IAS9G94,2025-03-28T23:57:38.200Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-03-28T23:57:29.500Z,8700
B01IAS9G94,2025-03-28T23:53:27.300Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-03-28T23:51:18Z,129300
B01IAS9G94,2025-03-28T23:50:23.200Z,Blitzed: Drugs in the Third Reich,www.amazon.com.br,2025-03-28T23:45:47.700Z,275500
B07XD76H41,2025-03-28T23:44:41.300Z,The Rise and Fall of the Third Reich,www.amazon.com.br,2025-03-28T23:43:27.800Z,73500
B08CY6XRN3,2025-03-28T03:31:58.600Z,O Diário de Anne Frank (Clássicos da literatura mundial) (Portuguese Edition),www.amazon.com.br,2025-03-28T03:17:53.300Z,845300
